fecha,tipo_ingreso,linea,ingreso
2022-06-25,Boletos,Línea 9,317900
2022-06-25,Boletos,Línea A,401275
2022-06-25,Boletos,Línea B,703500
2022-06-25,Boletos,Línea 12,0
2022-06-25,Recargas,Línea 1,1348602
2022-06-25,Recargas,Línea 2,1521350
2022-06-25,Recargas,Línea 3,1334826
2022-06-25,Recargas,Línea 4,157481
2022-06-25,Recargas,Línea 5,404820
2022-06-25,Recargas,Línea 6,215562
2022-06-25,Recargas,Línea 7,622536
2022-06-25,Recargas,Línea 8,959954
2022-06-25,Recargas,Línea 9,654034
2022-06-25,Recargas,Línea A,560848
2022-06-25,Recargas,Línea B,929475
2022-06-25,Recargas,Línea 12,0
2022-06-25,Tarjetas,Línea 1,2010
2022-06-25,Tarjetas,Línea 2,3600
2022-06-25,Tarjetas,Línea 3,3735
2022-06-25,Tarjetas,Línea 4,345
2022-06-25,Tarjetas,Línea 5,1605
2022-06-25,Tarjetas,Línea 6,855
2022-06-25,Tarjetas,Línea 7,1200
2022-06-25,Tarjetas,Línea 8,1140
2022-06-25,Tarjetas,Línea 9,2415
2022-06-25,Tarjetas,Línea A,1905
2022-06-25,Tarjetas,Línea B,2070
2022-06-25,Tarjetas,Línea 12,
2022-06-25,QR/Validación,Línea 1,0
2022-06-25,QR/Validación,Línea 2,0
2022-06-25,QR/Validación,Línea 3,0
2022-06-25,QR/Validación,Línea 4,0
2022-06-25,QR/Validación,Línea 5,0
2022-06-25,QR/Validación,Línea 6,0
2022-06-25,QR/Validación,Línea 7,0
2022-06-25,QR/Validación,Línea 8,0
2022-06-25,QR/Validación,Línea 9,13275
2022-06-25,QR/Validación,Línea A,0
2022-06-25,QR/Validación,Línea B,0
2022-06-25,QR/Validación,Línea 12,
2022-06-26,Boletos,Línea 1,636125
2022-06-26,Boletos,Línea 2,598075
2022-06-26,Boletos,Línea 3,403695
2022-06-26,Boletos,Línea 4,80900
2022-06-26,Boletos,Línea 5,192250
2022-06-26,Boletos,Línea 6,82750
2022-06-26,Boletos,Línea 7,182200
2022-06-26,Boletos,Línea 8,299600
2022-06-26,Boletos,Línea 9,186050
2022-06-26,Boletos,Línea A,251250
2022-06-26,Boletos,Línea B,437965
2022-06-26,Boletos,Línea 12,0
2022-06-26,Recargas,Línea 1,842903
2022-06-26,Recargas,Línea 2,896357
2022-06-26,Recargas,Línea 3,902926
2022-06-26,Recargas,Línea 4,84352
2022-06-26,Recargas,Línea 5,241226
2022-06-26,Recargas,Línea 6,119855
2022-06-26,Recargas,Línea 7,403126
2022-06-26,Recargas,Línea 8,604426
2022-06-26,Recargas,Línea 9,420987
2022-06-26,Recargas,Línea A,396079
2022-06-26,Recargas,Línea B,653424
2022-06-26,Recargas,Línea 12,0
2022-06-26,Tarjetas,Línea 1,1770
2022-06-26,Tarjetas,Línea 2,2370
2022-06-26,Tarjetas,Línea 3,2250
2022-06-26,Tarjetas,Línea 4,390
2022-06-26,Tarjetas,Línea 5,1545
2022-06-26,Tarjetas,Línea 6,825
2022-06-26,Tarjetas,Línea 7,810
2022-06-26,Tarjetas,Línea 8,1530
2022-06-26,Tarjetas,Línea 9,2145
2022-06-26,Tarjetas,Línea A,1065
2022-06-26,Tarjetas,Línea B,2640
2022-06-26,Tarjetas,Línea 12,
2022-06-26,QR/Validación,Línea 1,0
2022-06-26,QR/Validación,Línea 2,0
2022-06-26,QR/Validación,Línea 3,0
2022-06-26,QR/Validación,Línea 4,0
2022-06-26,QR/Validación,Línea 5,0
2022-06-26,QR/Validación,Línea 6,0
2022-06-26,QR/Validación,Línea 7,0
2022-06-26,QR/Validación,Línea 8,0
2022-06-26,QR/Validación,Línea 9,7085
2022-06-26,QR/Validación,Línea A,0
2022-06-26,QR/Validación,Línea B,0
2022-06-26,QR/Validación,Línea 12,
2022-06-27,Boletos,Línea 1,873850
2022-06-27,Boletos,Línea 2,840750
2022-06-27,Boletos,Línea 3,690025
2022-06-27,Boletos,Línea 4,122275
2022-06-27,Boletos,Línea 5,284600
2022-06-27,Boletos,Línea 6,144600
2022-06-27,Boletos,Línea 7,329675
2022-06-27,Boletos,Línea 8,486325
2022-06-27,Boletos,Línea 9,325725
2022-06-27,Boletos,Línea A,406050
2022-06-27,Boletos,Línea B,615785
2022-06-27,Boletos,Línea 12,0
2022-06-27,Recargas,Línea 1,1453966.1
2022-06-27,Recargas,Línea 2,1657459.5
2022-06-27,Recargas,Línea 3,1641670.7
2022-06-27,Recargas,Línea 4,198738
2022-06-27,Recargas,Línea 5,458383.4
2022-06-27,Recargas,Línea 6,356885
2022-06-27,Recargas,Línea 7,843186.6
2022-06-27,Recargas,Línea 8,1155977.6
2022-06-27,Recargas,Línea 9,808286
2022-06-27,Recargas,Línea A,722290.8
2022-06-27,Recargas,Línea B,1150644.3
2022-06-27,Recargas,Línea 12,0
2022-06-27,Tarjetas,Línea 1,10785
2022-06-27,Tarjetas,Línea 2,3195
2022-06-27,Tarjetas,Línea 3,3960
2022-06-27,Tarjetas,Línea 4,660
2022-06-27,Tarjetas,Línea 5,1785
2022-06-27,Tarjetas,Línea 6,525
2022-06-27,Tarjetas,Línea 7,855
2022-06-27,Tarjetas,Línea 8,2280
2022-06-27,Tarjetas,Línea 9,3855
2022-06-27,Tarjetas,Línea A,1245
2022-06-27,Tarjetas,Línea B,2685
2022-06-27,Tarjetas,Línea 12,
2022-06-27,QR/Validación,Línea 1,0
2022-06-27,QR/Validación,Línea 2,0
2022-06-27,QR/Validación,Línea 3,0
2022-06-27,QR/Validación,Línea 4,0
2022-06-27,QR/Validación,Línea 5,0
2022-06-27,QR/Validación,Línea 6,0
2022-06-27,QR/Validación,Línea 7,0
2022-06-27,QR/Validación,Línea 8,0
2022-06-27,QR/Validación,Línea 9,12585
2022-06-27,QR/Validación,Línea A,0
2022-06-27,QR/Validación,Línea B,0
2022-06-27,QR/Validación,Línea 12,
2022-06-28,Boletos,Línea 1,781570
2022-06-28,Boletos,Línea 2,789325
2022-06-28,Boletos,Línea 3,641215
2022-06-28,Boletos,Línea 4,117325
2022-06-28,Boletos,Línea 5,254725
2022-06-28,Boletos,Línea 6,127400
2022-06-28,Boletos,Línea 7,303850
2022-06-28,Boletos,Línea 8,449190
2022-06-28,Boletos,Línea 9,307825
2022-06-28,Boletos,Línea A,371875
2022-06-28,Boletos,Línea B,531460
2022-06-28,Boletos,Línea 12,0
2022-06-28,Recargas,Línea 1,1291797
2022-06-28,Recargas,Línea 2,1467087.3
2022-06-28,Recargas,Línea 3,1523355.8
2022-06-28,Recargas,Línea 4,148560
2022-06-28,Recargas,Línea 5,420982.6
2022-06-28,Recargas,Línea 6,246584.5
2022-06-28,Recargas,Línea 7,793726.6
2022-06-28,Recargas,Línea 8,983261.5
2022-06-28,Recargas,Línea 9,775410.5
2022-06-28,Recargas,Línea A,559149.5
2022-06-28,Recargas,Línea B,960471.7
2022-06-28,Recargas,Línea 12,0
2022-06-28,Tarjetas,Línea 1,9705
2022-06-28,Tarjetas,Línea 2,4125
2022-06-28,Tarjetas,Línea 3,3765
2022-06-28,Tarjetas,Línea 4,780
2022-06-28,Tarjetas,Línea 5,570
2022-06-28,Tarjetas,Línea 6,600
2022-06-28,Tarjetas,Línea 7,1410
2022-06-28,Tarjetas,Línea 8,1920
2022-06-28,Tarjetas,Línea 9,2715
2022-06-28,Tarjetas,Línea A,750
2022-06-28,Tarjetas,Línea B,2385
2022-06-28,Tarjetas,Línea 12,
2022-06-28,QR/Validación,Línea 1,0
2022-06-28,QR/Validación,Línea 2,0
2022-06-28,QR/Validación,Línea 3,0
2022-06-28,QR/Validación,Línea 4,0
2022-06-28,QR/Validación,Línea 5,0
2022-06-28,QR/Validación,Línea 6,0
2022-06-28,QR/Validación,Línea 7,0
2022-06-28,QR/Validación,Línea 8,0
2022-06-28,QR/Validación,Línea 9,12920
2022-06-28,QR/Validación,Línea A,0
2022-06-28,QR/Validación,Línea B,0
2022-06-28,QR/Validación,Línea 12,
2022-06-29,Boletos,Línea 1,793855
2022-06-29,Boletos,Línea 2,803775
2022-06-29,Boletos,Línea 3,656735
2022-06-29,Boletos,Línea 4,120275
2022-06-29,Boletos,Línea 5,261145
2022-06-29,Boletos,Línea 6,130525
2022-06-29,Boletos,Línea 7,307725
2022-06-29,Boletos,Línea 8,468810
2022-06-29,Boletos,Línea 9,312275
2022-06-29,Boletos,Línea A,391325
2022-06-29,Boletos,Línea B,585365
2022-06-29,Boletos,Línea 12,0
2022-06-29,Recargas,Línea 1,1265208
2022-06-29,Recargas,Línea 2,1712512
2022-06-29,Recargas,Línea 3,1443643
2022-06-29,Recargas,Línea 4,149720
2022-06-29,Recargas,Línea 5,398302
2022-06-29,Recargas,Línea 6,253963
2022-06-29,Recargas,Línea 7,783339
2022-06-29,Recargas,Línea 8,947575
2022-06-29,Recargas,Línea 9,750026
2022-06-29,Recargas,Línea A,630995
2022-06-29,Recargas,Línea B,935241
2022-06-29,Recargas,Línea 12,0
2022-06-29,Tarjetas,Línea 1,8355
2022-06-29,Tarjetas,Línea 2,4530
2022-06-29,Tarjetas,Línea 3,3630
2022-06-29,Tarjetas,Línea 4,540
2022-06-29,Tarjetas,Línea 5,1320
2022-06-29,Tarjetas,Línea 6,540
2022-06-29,Tarjetas,Línea 7,1515
2022-06-29,Tarjetas,Línea 8,2520
2022-06-29,Tarjetas,Línea 9,2505
2022-06-29,Tarjetas,Línea A,1500
2022-06-29,Tarjetas,Línea B,2250
2022-06-29,Tarjetas,Línea 12,
2022-06-29,QR/Validación,Línea 1,0
2022-06-29,QR/Validación,Línea 2,0
2022-06-29,QR/Validación,Línea 3,0
2022-06-29,QR/Validación,Línea 4,0
2022-06-29,QR/Validación,Línea 5,0
2022-06-29,QR/Validación,Línea 6,0
2022-06-29,QR/Validación,Línea 7,0
2022-06-29,QR/Validación,Línea 8,0
2022-06-29,QR/Validación,Línea 9,12765
2022-06-29,QR/Validación,Línea A,0
2022-06-29,QR/Validación,Línea B,0
2022-06-29,QR/Validación,Línea 12,
2022-06-30,Boletos,Línea 1,807950
2022-06-30,Boletos,Línea 2,822150
2022-06-30,Boletos,Línea 3,666750
2022-06-30,Boletos,Línea 4,120375
2022-06-30,Boletos,Línea 5,265505
2022-06-30,Boletos,Línea 6,133800
2022-06-30,Boletos,Línea 7,310175
2022-06-30,Boletos,Línea 8,478825
2022-06-30,Boletos,Línea 9,327875
2022-06-30,Boletos,Línea A,380725
2022-06-30,Boletos,Línea B,594230
2022-06-30,Boletos,Línea 12,0
2022-06-30,Recargas,Línea 1,1344499
2022-06-30,Recargas,Línea 2,1588002
2022-06-30,Recargas,Línea 3,1546883
2022-06-30,Recargas,Línea 4,163556
2022-06-30,Recargas,Línea 5,417174
2022-06-30,Recargas,Línea 6,274916
2022-06-30,Recargas,Línea 7,864893
2022-06-30,Recargas,Línea 8,1031266
2022-06-30,Recargas,Línea 9,792468
2022-06-30,Recargas,Línea A,562639
2022-06-30,Recargas,Línea B,1007644
2022-06-30,Recargas,Línea 12,0
2022-06-30,Tarjetas,Línea 1,13035
2022-06-30,Tarjetas,Línea 2,1665
2022-06-30,Tarjetas,Línea 3,3615
2022-06-30,Tarjetas,Línea 4,810
2022-06-30,Tarjetas,Línea 5,2205
2022-06-30,Tarjetas,Línea 6,1140
2022-06-30,Tarjetas,Línea 7,1320
2022-06-30,Tarjetas,Línea 8,3090
2022-06-30,Tarjetas,Línea 9,2895
2022-06-30,Tarjetas,Línea A,1380
2022-06-30,Tarjetas,Línea B,2160
2022-06-30,Tarjetas,Línea 12,0
2022-06-30,QR/Validación,Línea 1,0
2022-06-30,QR/Validación,Línea 2,0
2022-06-30,QR/Validación,Línea 3,0
2022-06-30,QR/Validación,Línea 4,0
2022-06-30,QR/Validación,Línea 5,0
2022-06-30,QR/Validación,Línea 6,0
2022-06-30,QR/Validación,Línea 7,0
2022-06-30,QR/Validación,Línea 8,0
2022-06-30,QR/Validación,Línea 9,12005
2022-06-30,QR/Validación,Línea A,0
2022-06-30,QR/Validación,Línea B,0
2022-06-30,QR/Validación,Línea 12,
2022-07-01,Boletos,Línea 1,874275
2022-07-01,Boletos,Línea 2,882800
2022-07-01,Boletos,Línea 3,697825
2022-07-01,Boletos,Línea 4,135775
2022-07-01,Boletos,Línea 5,285125
2022-07-01,Boletos,Línea 6,136925
2022-07-01,Boletos,Línea 7,335600
2022-07-01,Boletos,Línea 8,510350
2022-07-01,Boletos,Línea 9,330000
2022-07-01,Boletos,Línea A,403350
2022-07-01,Boletos,Línea B,636170
2022-07-01,Boletos,Línea 12,0
2022-07-01,Recargas,Línea 1,1447309.5
2022-07-01,Recargas,Línea 2,1633928.7
2022-07-01,Recargas,Línea 3,1557239.2
2022-07-01,Recargas,Línea 4,166142
2022-07-01,Recargas,Línea 5,450332
2022-07-01,Recargas,Línea 6,292422.1
2022-07-01,Recargas,Línea 7,858253.6
2022-07-01,Recargas,Línea 8,1009789
2022-07-01,Recargas,Línea 9,844722
2022-07-01,Recargas,Línea A,618165.7
2022-07-01,Recargas,Línea B,1057056.2
2022-07-01,Recargas,Línea 12,0
2022-07-01,Tarjetas,Línea 1,16755
2022-07-01,Tarjetas,Línea 2,2235
2022-07-01,Tarjetas,Línea 3,2940
2022-07-01,Tarjetas,Línea 4,795
2022-07-01,Tarjetas,Línea 5,1905
2022-07-01,Tarjetas,Línea 6,555
2022-07-01,Tarjetas,Línea 7,870
2022-07-01,Tarjetas,Línea 8,2610
2022-07-01,Tarjetas,Línea 9,2700
2022-07-01,Tarjetas,Línea A,1710
2022-07-01,Tarjetas,Línea B,3420
2022-07-01,Tarjetas,Línea 12,0
2022-07-01,QR/Validación,Línea 1,0
2022-07-01,QR/Validación,Línea 2,0
2022-07-01,QR/Validación,Línea 3,0
2022-07-01,QR/Validación,Línea 4,0
2022-07-01,QR/Validación,Línea 5,0
2022-07-01,QR/Validación,Línea 6,0
2022-07-01,QR/Validación,Línea 7,0
2022-07-01,QR/Validación,Línea 8,0
2022-07-01,QR/Validación,Línea 9,12280
2022-07-01,QR/Validación,Línea A,0
2022-07-01,QR/Validación,Línea B,0
2022-07-01,QR/Validación,Línea 12,
2022-07-02,Boletos,Línea 1,905975
2022-07-02,Boletos,Línea 2,929000
2022-07-02,Boletos,Línea 3,619825
2022-07-02,Boletos,Línea 4,123875
2022-07-02,Boletos,Línea 5,270450
2022-07-02,Boletos,Línea 6,113250
2022-07-02,Boletos,Línea 7,286825
2022-07-02,Boletos,Línea 8,461785
2022-07-02,Boletos,Línea 9,303825
2022-07-02,Boletos,Línea A,374660
2022-07-02,Boletos,Línea B,646130
2022-07-02,Boletos,Línea 12,0
2022-07-02,Recargas,Línea 1,1283611
2022-07-02,Recargas,Línea 2,1499388
2022-07-02,Recargas,Línea 3,1293368
2022-07-02,Recargas,Línea 4,157695
2022-07-02,Recargas,Línea 5,408356
2022-07-02,Recargas,Línea 6,215040
2022-07-02,Recargas,Línea 7,670628
2022-07-02,Recargas,Línea 8,914300
2022-07-02,Recargas,Línea 9,703486
2022-07-02,Recargas,Línea A,554641
2022-07-02,Recargas,Línea B,915672
2022-07-02,Recargas,Línea 12,0
2022-07-02,Tarjetas,Línea 1,14370
2022-07-02,Tarjetas,Línea 2,3585
2022-07-02,Tarjetas,Línea 3,4365
2022-07-02,Tarjetas,Línea 4,210
2022-07-02,Tarjetas,Línea 5,690
2022-07-02,Tarjetas,Línea 6,450
2022-07-02,Tarjetas,Línea 7,330
2022-07-02,Tarjetas,Línea 8,3045
2022-07-02,Tarjetas,Línea 9,2970
2022-07-02,Tarjetas,Línea A,1050
2022-07-02,Tarjetas,Línea B,1875
2022-07-02,Tarjetas,Línea 12,0
2022-07-02,QR/Validación,Línea 1,0
2022-07-02,QR/Validación,Línea 2,0
2022-07-02,QR/Validación,Línea 3,0
2022-07-02,QR/Validación,Línea 4,0
2022-07-02,QR/Validación,Línea 5,0
2022-07-02,QR/Validación,Línea 6,0
2022-07-02,QR/Validación,Línea 7,0
2022-07-02,QR/Validación,Línea 8,0
2022-07-02,QR/Validación,Línea 9,10540
2022-07-02,QR/Validación,Línea A,0
2022-07-02,QR/Validación,Línea B,0
2022-07-02,QR/Validación,Línea 12,
2022-07-03,Boletos,Línea 1,597735
2022-07-03,Boletos,Línea 2,560475
2022-07-03,Boletos,Línea 3,392575
2022-07-03,Boletos,Línea 4,79200
2022-07-03,Boletos,Línea 5,189600
2022-07-03,Boletos,Línea 6,74400
2022-07-03,Boletos,Línea 7,170750
2022-07-03,Boletos,Línea 8,288190
2022-07-03,Boletos,Línea 9,176225
2022-07-03,Boletos,Línea A,252340
2022-07-03,Boletos,Línea B,442395
2022-07-03,Boletos,Línea 12,0
2022-07-03,Recargas,Línea 1,815717
2022-07-03,Recargas,Línea 2,807282
2022-07-03,Recargas,Línea 3,860061
2022-07-03,Recargas,Línea 4,83819
2022-07-03,Recargas,Línea 5,256054
2022-07-03,Recargas,Línea 6,107643
2022-07-03,Recargas,Línea 7,347735
2022-07-03,Recargas,Línea 8,556422
2022-07-03,Recargas,Línea 9,423214
2022-07-03,Recargas,Línea A,459140
2022-07-03,Recargas,Línea B,646623
2022-07-03,Recargas,Línea 12,0
2022-07-03,Tarjetas,Línea 1,12270
2022-07-03,Tarjetas,Línea 2,2835
2022-07-03,Tarjetas,Línea 3,3945
2022-07-03,Tarjetas,Línea 4,165
2022-07-03,Tarjetas,Línea 5,390
2022-07-03,Tarjetas,Línea 6,120
2022-07-03,Tarjetas,Línea 7,1080
2022-07-03,Tarjetas,Línea 8,1260
2022-07-03,Tarjetas,Línea 9,2850
2022-07-03,Tarjetas,Línea A,1155
2022-07-03,Tarjetas,Línea B,2025
2022-07-03,Tarjetas,Línea 12,0
2022-07-03,QR/Validación,Línea 1,0
2022-07-03,QR/Validación,Línea 2,0
2022-07-03,QR/Validación,Línea 3,0
2022-07-03,QR/Validación,Línea 4,0
2022-07-03,QR/Validación,Línea 5,0
2022-07-03,QR/Validación,Línea 6,0
2022-07-03,QR/Validación,Línea 7,0
2022-07-03,QR/Validación,Línea 8,0
2022-07-03,QR/Validación,Línea 9,5450
2022-07-03,QR/Validación,Línea A,0
2022-07-03,QR/Validación,Línea B,0
2022-07-03,QR/Validación,Línea 12,
2022-07-04,Boletos,Línea 1,854215
2022-07-04,Boletos,Línea 2,746125
2022-07-04,Boletos,Línea 3,684150
2022-07-04,Boletos,Línea 4,122725
2022-07-04,Boletos,Línea 5,278850
2022-07-04,Boletos,Línea 6,137235
2022-07-04,Boletos,Línea 7,324375
2022-07-04,Boletos,Línea 8,482400
2022-07-04,Boletos,Línea 9,327550
2022-07-04,Boletos,Línea A,393800
2022-07-04,Boletos,Línea B,605825
2022-07-04,Boletos,Línea 12,0
2022-07-04,Recargas,Línea 1,1483928
2022-07-04,Recargas,Línea 2,1537251
2022-07-04,Recargas,Línea 3,1702367
2022-07-04,Recargas,Línea 4,198757
2022-07-04,Recargas,Línea 5,483435
2022-07-04,Recargas,Línea 6,348815
2022-07-04,Recargas,Línea 7,880084
2022-07-04,Recargas,Línea 8,1160470
2022-07-04,Recargas,Línea 9,822643
2022-07-04,Recargas,Línea A,708476
2022-07-04,Recargas,Línea B,1235404
2022-07-04,Recargas,Línea 12,0
2022-07-04,Tarjetas,Línea 1,14055
2022-07-04,Tarjetas,Línea 2,3675
2022-07-04,Tarjetas,Línea 3,3195
2022-07-04,Tarjetas,Línea 4,315
2022-07-04,Tarjetas,Línea 5,930
2022-07-04,Tarjetas,Línea 6,630
2022-07-04,Tarjetas,Línea 7,3375
2022-07-04,Tarjetas,Línea 8,3015
2022-07-04,Tarjetas,Línea 9,2760
2022-07-04,Tarjetas,Línea A,1965
2022-07-04,Tarjetas,Línea B,2640
2022-07-04,Tarjetas,Línea 12,0
2022-07-04,QR/Validación,Línea 1,0
2022-07-04,QR/Validación,Línea 2,0
2022-07-04,QR/Validación,Línea 3,0
2022-07-04,QR/Validación,Línea 4,0
2022-07-04,QR/Validación,Línea 5,0
2022-07-04,QR/Validación,Línea 6,0
2022-07-04,QR/Validación,Línea 7,0
2022-07-04,QR/Validación,Línea 8,0
2022-07-04,QR/Validación,Línea 9,11850
2022-07-04,QR/Validación,Línea A,0
2022-07-04,QR/Validación,Línea B,0
2022-07-04,QR/Validación,Línea 12,
2022-07-05,Boletos,Línea 1,746125
2022-07-05,Boletos,Línea 2,753200
2022-07-05,Boletos,Línea 3,615610
2022-07-05,Boletos,Línea 4,113025
2022-07-05,Boletos,Línea 5,250750
2022-07-05,Boletos,Línea 6,127240
2022-07-05,Boletos,Línea 7,292550
2022-07-05,Boletos,Línea 8,434050
2022-07-05,Boletos,Línea 9,297450
2022-07-05,Boletos,Línea A,358850
2022-07-05,Boletos,Línea B,533240
2022-07-05,Boletos,Línea 12,0
2022-07-05,Recargas,Línea 1,1225273
2022-07-05,Recargas,Línea 2,1466611
2022-07-05,Recargas,Línea 3,1390506
2022-07-05,Recargas,Línea 4,151375
2022-07-05,Recargas,Línea 5,405821
2022-07-05,Recargas,Línea 6,267450
2022-07-05,Recargas,Línea 7,786453
2022-07-05,Recargas,Línea 8,989028
2022-07-05,Recargas,Línea 9,762423
2022-07-05,Recargas,Línea A,610730
2022-07-05,Recargas,Línea B,929725
2022-07-05,Recargas,Línea 12,0
2022-07-05,Tarjetas,Línea 1,12660
2022-07-05,Tarjetas,Línea 2,3285
2022-07-05,Tarjetas,Línea 3,3825
2022-07-05,Tarjetas,Línea 4,225
2022-07-05,Tarjetas,Línea 5,1605
2022-07-05,Tarjetas,Línea 6,315
2022-07-05,Tarjetas,Línea 7,960
2022-07-05,Tarjetas,Línea 8,2235
2022-07-05,Tarjetas,Línea 9,3765
2022-07-05,Tarjetas,Línea A,1020
2022-07-05,Tarjetas,Línea B,1560
2022-07-05,Tarjetas,Línea 12,0
2022-07-05,QR/Validación,Línea 1,0
2022-07-05,QR/Validación,Línea 2,0
2022-07-05,QR/Validación,Línea 3,0
2022-07-05,QR/Validación,Línea 4,0
2022-07-05,QR/Validación,Línea 5,0
2022-07-05,QR/Validación,Línea 6,0
2022-07-05,QR/Validación,Línea 7,0
2022-07-05,QR/Validación,Línea 8,0
2022-07-05,QR/Validación,Línea 9,11555
2022-07-05,QR/Validación,Línea A,0
2022-07-05,QR/Validación,Línea B,0
2022-07-05,QR/Validación,Línea 12,
2022-07-06,Boletos,Línea 1,758125
2022-07-06,Boletos,Línea 2,771825
2022-07-06,Boletos,Línea 3,627600
2022-07-06,Boletos,Línea 4,115300
2022-07-06,Boletos,Línea 5,248100
2022-07-06,Boletos,Línea 6,127025
2022-07-06,Boletos,Línea 7,293100
2022-07-06,Boletos,Línea 8,443675
2022-07-06,Boletos,Línea 9,299625
2022-07-06,Boletos,Línea A,381400
2022-07-06,Boletos,Línea B,580990
2022-07-06,Boletos,Línea 12,0
2022-07-06,Recargas,Línea 1,1202713
2022-07-06,Recargas,Línea 2,1413077
2022-07-06,Recargas,Línea 3,1353000
2022-07-06,Recargas,Línea 4,148129
2022-07-06,Recargas,Línea 5,390585
2022-07-06,Recargas,Línea 6,223632
2022-07-06,Recargas,Línea 7,756551
2022-07-06,Recargas,Línea 8,915362
2022-07-06,Recargas,Línea 9,718686
2022-07-06,Recargas,Línea A,560092
2022-07-06,Recargas,Línea B,892779
2022-07-06,Recargas,Línea 12,0
2022-07-06,Tarjetas,Línea 1,11535
2022-07-06,Tarjetas,Línea 2,4740
2022-07-06,Tarjetas,Línea 3,3120
2022-07-06,Tarjetas,Línea 4,255
2022-07-06,Tarjetas,Línea 5,1215
2022-07-06,Tarjetas,Línea 6,1140
2022-07-06,Tarjetas,Línea 7,2100
2022-07-06,Tarjetas,Línea 8,2535
2022-07-06,Tarjetas,Línea 9,3030
2022-07-06,Tarjetas,Línea A,1230
2022-07-06,Tarjetas,Línea B,2490
2022-07-06,Tarjetas,Línea 12,0
2022-07-06,QR/Validación,Línea 1,0
2022-07-06,QR/Validación,Línea 2,0
2022-07-06,QR/Validación,Línea 3,0
2022-07-06,QR/Validación,Línea 4,0
2022-07-06,QR/Validación,Línea 5,0
2022-07-06,QR/Validación,Línea 6,0
2022-07-06,QR/Validación,Línea 7,0
2022-07-06,QR/Validación,Línea 8,0
2022-07-06,QR/Validación,Línea 9,11940
2022-07-06,QR/Validación,Línea A,0
2022-07-06,QR/Validación,Línea B,0
2022-07-06,QR/Validación,Línea 12,
2022-07-07,Boletos,Línea 1,746825
2022-07-07,Boletos,Línea 2,769425
2022-07-07,Boletos,Línea 3,621290
2022-07-07,Boletos,Línea 4,116725
2022-07-07,Boletos,Línea 5,249475
2022-07-07,Boletos,Línea 6,124000
2022-07-07,Boletos,Línea 7,295975
2022-07-07,Boletos,Línea 8,443225
2022-07-07,Boletos,Línea 9,307125
2022-07-07,Boletos,Línea A,352875
2022-07-07,Boletos,Línea B,557195
2022-07-07,Boletos,Línea 12,0
2022-07-07,Recargas,Línea 1,1006426.644
2022-07-07,Recargas,Línea 2,1197138.997
2022-07-07,Recargas,Línea 3,1143326.737
2022-07-07,Recargas,Línea 4,109096.7827
2022-07-07,Recargas,Línea 5,309575.9305
2022-07-07,Recargas,Línea 6,192452.7675
2022-07-07,Recargas,Línea 7,619529.8094
2022-07-07,Recargas,Línea 8,766072.9285
2022-07-07,Recargas,Línea 9,614434.7297
2022-07-07,Recargas,Línea A,489783.278
2022-07-07,Recargas,Línea B,781635.3953
2022-07-07,Recargas,Línea 12,0
2022-07-07,Tarjetas,Línea 1,11520
2022-07-07,Tarjetas,Línea 2,3750
2022-07-07,Tarjetas,Línea 3,3105
2022-07-07,Tarjetas,Línea 4,285
2022-07-07,Tarjetas,Línea 5,2115
2022-07-07,Tarjetas,Línea 6,975
2022-07-07,Tarjetas,Línea 7,1485
2022-07-07,Tarjetas,Línea 8,2040
2022-07-07,Tarjetas,Línea 9,1845
2022-07-07,Tarjetas,Línea A,1200
2022-07-07,Tarjetas,Línea B,2325
2022-07-07,Tarjetas,Línea 12,0
2022-07-07,QR/Validación,Línea 1,0
2022-07-07,QR/Validación,Línea 2,0
2022-07-07,QR/Validación,Línea 3,0
2022-07-07,QR/Validación,Línea 4,0
2022-07-07,QR/Validación,Línea 5,0
2022-07-07,QR/Validación,Línea 6,0
2022-07-07,QR/Validación,Línea 7,0
2022-07-07,QR/Validación,Línea 8,0
2022-07-07,QR/Validación,Línea 9,11400
2022-07-07,QR/Validación,Línea A,0
2022-07-07,QR/Validación,Línea B,0
2022-07-07,QR/Validación,Línea 12,
2022-07-08,Boletos,Línea 1,808900
2022-07-08,Boletos,Línea 2,832425
2022-07-08,Boletos,Línea 3,656960
2022-07-08,Boletos,Línea 4,122950
2022-07-08,Boletos,Línea 5,269425
2022-07-08,Boletos,Línea 6,133175
2022-07-08,Boletos,Línea 7,319925
2022-07-08,Boletos,Línea 8,474650
2022-07-08,Boletos,Línea 9,325525
2022-07-08,Boletos,Línea A,377175
2022-07-08,Boletos,Línea B,597100
2022-07-08,Boletos,Línea 12,0
2022-07-08,Recargas,Línea 1,1008362.687
2022-07-08,Recargas,Línea 2,1152749.83
2022-07-08,Recargas,Línea 3,1178265.414
2022-07-08,Recargas,Línea 4,108295.5898
2022-07-08,Recargas,Línea 5,316379.9342
2022-07-08,Recargas,Línea 6,204729.5237
2022-07-08,Recargas,Línea 7,603262.2689
2022-07-08,Recargas,Línea 8,752503.0442
2022-07-08,Recargas,Línea 9,616695.3834
2022-07-08,Recargas,Línea A,524123.6893
2022-07-08,Recargas,Línea B,765766.6357
2022-07-08,Recargas,Línea 12,0
2022-07-08,Tarjetas,Línea 1,8310
2022-07-08,Tarjetas,Línea 2,3525
2022-07-08,Tarjetas,Línea 3,2805
2022-07-08,Tarjetas,Línea 4,300
